family	species	short	node	fpc	fnc	model	difference
Mir-146	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-147	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-148	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-15	Gadus_morhua	gmo	Olfactores	0	0	mirmachine	NA
Mir-150	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-153	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-155	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-17	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-1788	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-181	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-184	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-187	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-19	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-190	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-191	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-192	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-193	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-194	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-196	Gadus_morhua	gmo	Olfactores	0	0	mirmachine	NA
Mir-199	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-202	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-203	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-204	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-205	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-208	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-21	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-210	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-214	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-216	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-217	Gadus_morhua	gmo	Chordata	0	0	mirmachine	NA
Mir-218	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-2184	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-2188	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-219	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-22	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-221	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-223	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-23	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-24	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-26	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-27	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-29	Gadus_morhua	gmo	Bilateria	1	0	mirmachine	1
Mir-30	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-31	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-32	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-33	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-338	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-34	Gadus_morhua	gmo	Bilateria	0	1	mirmachine	-1
Mir-375	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-425	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-430	Gadus_morhua	gmo	Vertebrata	9	0	mirmachine	1
Mir-451	Gadus_morhua	gmo	Vertebrata	0	1	mirmachine	-1
Mir-4541	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-455	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-456	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-458	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-459	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-460	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-489	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-499	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-551	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-7	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-722	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-725	Gadus_morhua	gmo	Gnathostomata	0	0	mirmachine	NA
Mir-726	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-727	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-737	Gadus_morhua	gmo	Osteichthyes	0	0	mirmachine	NA
Mir-8	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-875	Gadus_morhua	gmo	Vertebrata	0	0	mirmachine	NA
Mir-9	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Mir-92	Gadus_morhua	gmo	Bilateria	0	1	mirmachine	-1
Mir-96	Gadus_morhua	gmo	Bilateria	0	0	mirmachine	NA
Let-7	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-1	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-10	Gallus_gallus	gga	Eumetazoa	1	0	mirmachine	1
Mir-101	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-103	Gallus_gallus	gga	Deuterostomia	0	0	mirmachine	NA
Mir-122	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-124	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-126	Gallus_gallus	gga	Olfactores	0	0	mirmachine	NA
Mir-128	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-129	Gallus_gallus	gga	Chordata	0	0	mirmachine	NA
Mir-130	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-1306	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-132	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-1329	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-133	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-135	Gallus_gallus	gga	Chordata	0	0	mirmachine	NA
Mir-137	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-138	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-1388	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-1397	Gallus_gallus	gga	Amniota	0	0	mirmachine	NA
Mir-140	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-1416	Gallus_gallus	gga	Amniota	0	0	mirmachine	NA
Mir-142	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-143	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-144	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-145	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-146	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-147	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-148	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-15	Gallus_gallus	gga	Olfactores	0	0	mirmachine	NA
Mir-153	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-155	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-1662	Gallus_gallus	gga	Tetrapoda	0	0	mirmachine	NA
Mir-1677	Gallus_gallus	gga	Diapsida	5	1	mirmachine	1
Mir-17	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-1720	Gallus_gallus	gga	Diapsida	0	0	mirmachine	NA
Mir-1788	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-1805	Gallus_gallus	gga	Tetrapoda	0	0	mirmachine	NA
Mir-181	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-184	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-187	Gallus_gallus	gga	Osteichthyes	0	0	mirmachine	NA
Mir-19	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-190	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-191	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-192	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-193	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-194	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-196	Gallus_gallus	gga	Olfactores	0	0	mirmachine	NA
Mir-199	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-202	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-203	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-204	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-205	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-21	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-210	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-214	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-216	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-217	Gallus_gallus	gga	Chordata	0	0	mirmachine	NA
Mir-218	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-2184	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-2188	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-219	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-22	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-221	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-223	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-23	Gallus_gallus	gga	Vertebrata	1	0	mirmachine	1
Mir-24	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-26	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-27	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-29	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-2970	Gallus_gallus	gga	Sarcopterygii	0	0	mirmachine	NA
Mir-30	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-31	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-32	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-33	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-338	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-34	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-375	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-383	Gallus_gallus	gga	Tetrapoda	0	0	mirmachine	NA
Mir-425	Gallus_gallus	gga	Gnathostomata	0	0	mirmachine	NA
Mir-430	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-451	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-4541	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-455	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-456	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-458	Gallus_gallus	gga	Osteichthyes	0	0	mirmachine	NA
Mir-460	Gallus_gallus	gga	Osteichthyes	0	0	mirmachine	NA
Mir-489	Gallus_gallus	gga	Osteichthyes	0	0	mirmachine	NA
Mir-490	Gallus_gallus	gga	Amniota	0	0	mirmachine	NA
Mir-499	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-551	Gallus_gallus	gga	Vertebrata	0	0	mirmachine	NA
Mir-599	Gallus_gallus	gga	Sarcopterygii	0	0	mirmachine	NA
Mir-7	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-722	Gallus_gallus	gga	Osteichthyes	0	0	mirmachine	NA
Mir-726	Gallus_gallus	gga	Osteichthyes	0	0	mirmachine	NA
Mir-7463	Gallus_gallus	gga	Diapsida	0	0	mirmachine	NA
Mir-8	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-9	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-92	Gallus_gallus	gga	Bilateria	0	0	mirmachine	NA
Mir-96	Gallus_gallus	gga	Bilateria	1	0	mirmachine	1
Let-7	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-1	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-10	Gekko_japonicus	gja	Eumetazoa	0	0	mirmachine	NA
Mir-101	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-103	Gekko_japonicus	gja	Deuterostomia	0	0	mirmachine	NA
Mir-122	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-124	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-126	Gekko_japonicus	gja	Olfactores	0	0	mirmachine	NA
Mir-128	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-129	Gekko_japonicus	gja	Chordata	0	0	mirmachine	NA
Mir-130	Gekko_japonicus	gja	Vertebrata	1	0	mirmachine	1
Mir-1306	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-132	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-1329	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-133	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-135	Gekko_japonicus	gja	Chordata	0	0	mirmachine	NA
Mir-137	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-138	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-1388	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-139	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-1397	Gekko_japonicus	gja	Amniota	0	0	mirmachine	NA
Mir-140	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-142	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-143	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-144	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-145	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-146	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-147	Gekko_japonicus	gja	Vertebrata	2	0	mirmachine	1
Mir-148	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-15	Gekko_japonicus	gja	Olfactores	5	0	mirmachine	1
Mir-150	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-153	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-155	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-1662	Gekko_japonicus	gja	Tetrapoda	1	0	mirmachine	1
Mir-1677	Gekko_japonicus	gja	Diapsida	1	0	mirmachine	1
Mir-17	Gekko_japonicus	gja	Vertebrata	2	0	mirmachine	1
Mir-1720	Gekko_japonicus	gja	Diapsida	0	0	mirmachine	NA
Mir-1788	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-1805	Gekko_japonicus	gja	Tetrapoda	0	0	mirmachine	NA
Mir-181	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-184	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-187	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-19	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-190	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-191	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-192	Gekko_japonicus	gja	Vertebrata	1	0	mirmachine	1
Mir-193	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-194	Gekko_japonicus	gja	Vertebrata	1	0	mirmachine	1
Mir-196	Gekko_japonicus	gja	Olfactores	0	0	mirmachine	NA
Mir-199	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-202	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-203	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-204	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-205	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-208	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-21	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-210	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-214	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-216	Gekko_japonicus	gja	Bilateria	1	0	mirmachine	1
Mir-217	Gekko_japonicus	gja	Chordata	0	0	mirmachine	NA
Mir-218	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-2188	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-219	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-22	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-221	Gekko_japonicus	gja	Vertebrata	1	0	mirmachine	1
Mir-223	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-23	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-24	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-26	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-27	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-281	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-29	Gekko_japonicus	gja	Bilateria	2	0	mirmachine	1
Mir-2970	Gekko_japonicus	gja	Sarcopterygii	0	0	mirmachine	NA
Mir-30	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-31	Gekko_japonicus	gja	Bilateria	7	0	mirmachine	1
Mir-32	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-33	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-338	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-34	Gekko_japonicus	gja	Bilateria	1	0	mirmachine	1
Mir-375	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-383	Gekko_japonicus	gja	Tetrapoda	0	0	mirmachine	NA
Mir-4057	Gekko_japonicus	gja	Chordata	0	0	mirmachine	NA
Mir-425	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-430	Gekko_japonicus	gja	Vertebrata	4	0	mirmachine	1
Mir-451	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-4541	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-455	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-456	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-458	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-460	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-489	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-490	Gekko_japonicus	gja	Amniota	0	0	mirmachine	NA
Mir-499	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-551	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-599	Gekko_japonicus	gja	Sarcopterygii	1	0	mirmachine	1
Mir-7	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-71	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-722	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-725	Gekko_japonicus	gja	Gnathostomata	0	0	mirmachine	NA
Mir-726	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-727	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-737	Gekko_japonicus	gja	Osteichthyes	0	0	mirmachine	NA
Mir-7463	Gekko_japonicus	gja	Diapsida	0	0	mirmachine	NA
Mir-76	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-8	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-875	Gekko_japonicus	gja	Vertebrata	0	0	mirmachine	NA
Mir-9	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-92	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Mir-96	Gekko_japonicus	gja	Bilateria	0	0	mirmachine	NA
Bantam	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Iab-4	Heliconius_melpomene	hme	Arthropoda	0	0	mirmachine	NA
Let-7	Heliconius_melpomene	hme	Bilateria	1	0	mirmachine	1
Mir-1	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-10	Heliconius_melpomene	hme	Eumetazoa	0	0	mirmachine	NA
Mir-1175	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-124	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-133	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-137	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-184	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-190	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-193	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-2	Heliconius_melpomene	hme	Protostomia	1	2	mirmachine	-1
Mir-2001	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-210	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-216	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-22	Heliconius_melpomene	hme	Bilateria	0	1	mirmachine	-1
Mir-252	Heliconius_melpomene	hme	Bilateria	0	1	mirmachine	-1
Mir-275	Heliconius_melpomene	hme	Arthropoda	0	0	mirmachine	NA
Mir-276	Heliconius_melpomene	hme	Arthropoda	0	0	mirmachine	NA
Mir-2765	Heliconius_melpomene	hme	Pancrustacea	0	0	mirmachine	NA
Mir-277	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-278	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-279	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-281	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-282	Heliconius_melpomene	hme	Pancrustacea	0	0	mirmachine	NA
Mir-29	Heliconius_melpomene	hme	Bilateria	0	1	mirmachine	-1
Mir-3	Heliconius_melpomene	hme	Pancrustacea	0	1	mirmachine	-1
Mir-305	Heliconius_melpomene	hme	Ecdysozoa	0	0	mirmachine	NA
Mir-31	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-316	Heliconius_melpomene	hme	Pancrustacea	0	0	mirmachine	NA
Mir-317	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-33	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-34	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-36	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-375	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-67	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-7	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-71	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-750	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-76	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-8	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-87	Heliconius_melpomene	hme	Protostomia	0	0	mirmachine	NA
Mir-9	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-92	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-96	Heliconius_melpomene	hme	Bilateria	0	0	mirmachine	NA
Mir-965	Heliconius_melpomene	hme	Pancrustacea	0	0	mirmachine	NA
Let-7	Homo_sapiens	hsa	Bilateria	0	0	mirmachine	NA
Mir-1	Homo_sapiens	hsa	Bilateria	0	0	mirmachine	NA
Mir-10	Homo_sapiens	hsa	Eumetazoa	0	0	mirmachine	NA
Mir-101	Homo_sapiens	hsa	Vertebrata	0	0	mirmachine	NA
Mir-103	Homo_sapiens	hsa	Deuterostomia	0	0	mirmachine	NA
Mir-105	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1180	Homo_sapiens	hsa	Catarrhini	0	0	mirmachine	NA
Mir-122	Homo_sapiens	hsa	Vertebrata	0	0	mirmachine	NA
Mir-124	Homo_sapiens	hsa	Bilateria	0	0	mirmachine	NA
Mir-1247	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1249	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1251	Homo_sapiens	hsa	Theria	0	0	mirmachine	NA
Mir-126	Homo_sapiens	hsa	Olfactores	0	0	mirmachine	NA
Mir-127	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1271	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1277	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-128	Homo_sapiens	hsa	Vertebrata	0	0	mirmachine	NA
Mir-129	Homo_sapiens	hsa	Chordata	0	0	mirmachine	NA
Mir-1296	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1298	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-130	Homo_sapiens	hsa	Vertebrata	0	0	mirmachine	NA
Mir-1301	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1306	Homo_sapiens	hsa	Gnathostomata	0	0	mirmachine	NA
Mir-1307	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-132	Homo_sapiens	hsa	Vertebrata	0	0	mirmachine	NA
Mir-1323	Homo_sapiens	hsa	Catarrhini	0	0	mirmachine	NA
Mir-1329	Homo_sapiens	hsa	Vertebrata	0	0	mirmachine	NA
Mir-133	Homo_sapiens	hsa	Bilateria	0	0	mirmachine	NA
Mir-134	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-1343	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-135	Homo_sapiens	hsa	Chordata	0	0	mirmachine	NA
Mir-136	Homo_sapiens	hsa	Eutheria	0	0	mirmachine	NA
Mir-137	Homo_sapiens	hsa	Bilateria	0	0	mirmachine	NA
