short	family	mirgenedb	species	node
sto	Mir-148	2	Scyliorhinus_torazame	Vertebrata
tgu	Mir-148	2	Taeniopygia_guttata	Vertebrata
tni	Mir-148	2	Tetraodon_nigroviridis	Vertebrata
xla	Mir-148	4	Xenopus_laevis	Vertebrata
xtr	Mir-148	2	Xenopus_tropicalis	Vertebrata
bta	Mir-149	1	Bos_taurus	Eutheria
cfa	Mir-149	1	Canis_familiaris	Eutheria
cpo	Mir-149	1	Cavia_porcellus	Eutheria
dno	Mir-149	1	Dasypus_novemcinctus	Eutheria
ete	Mir-149	1	Echinops_telfairi	Eutheria
mml	Mir-149	1	Macaca_mulatta	Eutheria
mmu	Mir-149	1	Mus_musculus	Eutheria
ocu	Mir-149	1	Oryctolagus_cuniculus	Eutheria
rno	Mir-149	1	Rattus_norvegicus	Eutheria
aca	Mir-150	1	Anolis_carolinensis	Gnathostomata
ami	Mir-150	1	Alligator_mississippiensis	Gnathostomata
bta	Mir-150	1	Bos_taurus	Gnathostomata
cfa	Mir-150	1	Canis_familiaris	Gnathostomata
cmi	Mir-150	1	Callorhinchus_milii	Gnathostomata
cpo	Mir-150	1	Cavia_porcellus	Gnathostomata
dno	Mir-150	1	Dasypus_novemcinctus	Gnathostomata
dre	Mir-150	1	Danio_rerio	Gnathostomata
ete	Mir-150	1	Echinops_telfairi	Gnathostomata
gja	Mir-150	1	Gekko_japonicus	Gnathostomata
gmo	Mir-150	1	Gadus_morhua	Gnathostomata
lch	Mir-150	1	Latimeria_chalumnae	Gnathostomata
loc	Mir-150	1	Lepisosteus_oculatus	Gnathostomata
mal	Mir-150	1	Monopterus_albus	Gnathostomata
mdo	Mir-150	1	Monodelphis_domestica	Gnathostomata
mml	Mir-150	1	Macaca_mulatta	Gnathostomata
mmu	Mir-150	1	Mus_musculus	Gnathostomata
mun	Mir-150	1	Microcaecilia_unicolor	Gnathostomata
oan	Mir-150	1	Ornithorhynchus_anatinus	Gnathostomata
ocu	Mir-150	1	Oryctolagus_cuniculus	Gnathostomata
pbv	Mir-150	1	Python_bivittatus	Gnathostomata
rno	Mir-150	1	Rattus_norvegicus	Gnathostomata
sha	Mir-150	1	Sarcophilus_harrisii	Gnathostomata
spt	Mir-150	1	Sphenodon_punctatus	Gnathostomata
sto	Mir-150	1	Scyliorhinus_torazame	Gnathostomata
tni	Mir-150	1	Tetraodon_nigroviridis	Gnathostomata
xla	Mir-150	2	Xenopus_laevis	Gnathostomata
xtr	Mir-150	1	Xenopus_tropicalis	Gnathostomata
aca	Mir-153	2	Anolis_carolinensis	Bilateria
ami	Mir-153	2	Alligator_mississippiensis	Bilateria
asu	Mir-153	1	Ascaris_suum	Bilateria
bfl	Mir-153	1	Branchiostoma_floridae	Bilateria
bge	Mir-153	2	Blattella_germanica	Bilateria
bla	Mir-153	1	Branchiostoma_lanceolatum	Bilateria
bpl	Mir-153	1	Brachionus_plicatilis	Bilateria
bta	Mir-153	2	Bos_taurus	Bilateria
cfa	Mir-153	2	Canis_familiaris	Bilateria
cgi	Mir-153	1	Crassostrea_gigas	Bilateria
cin	Mir-153	1	Ciona_intestinalis	Bilateria
cli	Mir-153	2	Columba_livia	Bilateria
cmi	Mir-153	3	Callorhinchus_milii	Bilateria
cpi	Mir-153	2	Chrysemys_picta_bellii	Bilateria
cpo	Mir-153	1	Cavia_porcellus	Bilateria
csc	Mir-153	3	Centruroides_sculpturatus	Bilateria
cte	Mir-153	1	Capitella_teleta	Bilateria
dma	Mir-153	1	Daphnia_magna	Bilateria
dno	Mir-153	2	Dasypus_novemcinctus	Bilateria
dpu	Mir-153	1	Daphnia_pulex	Bilateria
dre	Mir-153	3	Danio_rerio	Bilateria
ebu	Mir-153	3	Eptatretus_burgeri	Bilateria
efe	Mir-153	2	Eisenia_fetida	Bilateria
esc	Mir-153	2	Euprymna_scolopes	Bilateria
ete	Mir-153	1	Echinops_telfairi	Bilateria
gga	Mir-153	2	Gallus_gallus	Bilateria
gja	Mir-153	2	Gekko_japonicus	Bilateria
gmo	Mir-153	3	Gadus_morhua	Bilateria
isc	Mir-153	1	Ixodes_scapularis	Bilateria
lan	Mir-153	1	Lingula_anatina	Bilateria
lch	Mir-153	2	Latimeria_chalumnae	Bilateria
lgi	Mir-153	1	Lottia_gigantea	Bilateria
loc	Mir-153	2	Lepisosteus_oculatus	Bilateria
lpo	Mir-153	6	Limulus_polyphemus	Bilateria
mal	Mir-153	4	Monopterus_albus	Bilateria
mdo	Mir-153	2	Monodelphis_domestica	Bilateria
mml	Mir-153	2	Macaca_mulatta	Bilateria
mmu	Mir-153	1	Mus_musculus	Bilateria
mun	Mir-153	2	Microcaecilia_unicolor	Bilateria
npo	Mir-153	1	Nautilus_pompilius	Bilateria
oan	Mir-153	2	Ornithorhynchus_anatinus	Bilateria
obi	Mir-153	1	Octopus_bimaculoides	Bilateria
ocu	Mir-153	1	Oryctolagus_cuniculus	Bilateria
ovu	Mir-153	1	Octopus_vulgaris	Bilateria
pbv	Mir-153	2	Python_bivittatus	Bilateria
pfl	Mir-153	1	Ptychodera_flava	Bilateria
pma	Mir-153	3	Petromyzon_marinus	Bilateria
pmi	Mir-153	1	Patiria_miniata	Bilateria
rno	Mir-153	1	Rattus_norvegicus	Bilateria
sha	Mir-153	2	Sarcophilus_harrisii	Bilateria
sko	Mir-153	1	Saccoglossus_kowalevskii	Bilateria
sme	Mir-153	1	Schmidtea_mediterranea	Bilateria
spt	Mir-153	1	Sphenodon_punctatus	Bilateria
spu	Mir-153	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-153	3	Scyliorhinus_torazame	Bilateria
tgu	Mir-153	2	Taeniopygia_guttata	Bilateria
tni	Mir-153	3	Tetraodon_nigroviridis	Bilateria
xbo	Mir-153	1	Xenoturbella_bocki	Bilateria
xla	Mir-153	3	Xenopus_laevis	Bilateria
xtr	Mir-153	2	Xenopus_tropicalis	Bilateria
bta	Mir-154	36	Bos_taurus	Eutheria
cfa	Mir-154	35	Canis_familiaris	Eutheria
cpo	Mir-154	33	Cavia_porcellus	Eutheria
dno	Mir-154	35	Dasypus_novemcinctus	Eutheria
ete	Mir-154	31	Echinops_telfairi	Eutheria
mml	Mir-154	33	Macaca_mulatta	Eutheria
mmu	Mir-154	25	Mus_musculus	Eutheria
ocu	Mir-154	24	Oryctolagus_cuniculus	Eutheria
rno	Mir-154	25	Rattus_norvegicus	Eutheria
aca	Mir-155	1	Anolis_carolinensis	Vertebrata
ami	Mir-155	1	Alligator_mississippiensis	Vertebrata
bta	Mir-155	1	Bos_taurus	Vertebrata
cfa	Mir-155	1	Canis_familiaris	Vertebrata
cli	Mir-155	1	Columba_livia	Vertebrata
cmi	Mir-155	1	Callorhinchus_milii	Vertebrata
cpi	Mir-155	1	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-155	1	Cavia_porcellus	Vertebrata
dno	Mir-155	1	Dasypus_novemcinctus	Vertebrata
dre	Mir-155	1	Danio_rerio	Vertebrata
ebu	Mir-155	1	Eptatretus_burgeri	Vertebrata
ete	Mir-155	1	Echinops_telfairi	Vertebrata
gga	Mir-155	1	Gallus_gallus	Vertebrata
gja	Mir-155	1	Gekko_japonicus	Vertebrata
gmo	Mir-155	1	Gadus_morhua	Vertebrata
lch	Mir-155	1	Latimeria_chalumnae	Vertebrata
loc	Mir-155	1	Lepisosteus_oculatus	Vertebrata
mal	Mir-155	1	Monopterus_albus	Vertebrata
mdo	Mir-155	1	Monodelphis_domestica	Vertebrata
mml	Mir-155	1	Macaca_mulatta	Vertebrata
mmu	Mir-155	1	Mus_musculus	Vertebrata
mun	Mir-155	1	Microcaecilia_unicolor	Vertebrata
oan	Mir-155	1	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-155	1	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-155	1	Python_bivittatus	Vertebrata
pma	Mir-155	1	Petromyzon_marinus	Vertebrata
rno	Mir-155	1	Rattus_norvegicus	Vertebrata
sha	Mir-155	1	Sarcophilus_harrisii	Vertebrata
spt	Mir-155	2	Sphenodon_punctatus	Vertebrata
sto	Mir-155	1	Scyliorhinus_torazame	Vertebrata
tgu	Mir-155	1	Taeniopygia_guttata	Vertebrata
tni	Mir-155	1	Tetraodon_nigroviridis	Vertebrata
xla	Mir-155	2	Xenopus_laevis	Vertebrata
xtr	Mir-155	1	Xenopus_tropicalis	Vertebrata
aca	Mir-15	5	Anolis_carolinensis	Olfactores
ami	Mir-15	8	Alligator_mississippiensis	Olfactores
bta	Mir-15	8	Bos_taurus	Olfactores
cfa	Mir-15	8	Canis_familiaris	Olfactores
cin	Mir-15	2	Ciona_intestinalis	Olfactores
cli	Mir-15	6	Columba_livia	Olfactores
cmi	Mir-15	6	Callorhinchus_milii	Olfactores
cpi	Mir-15	6	Chrysemys_picta_bellii	Olfactores
cpo	Mir-15	8	Cavia_porcellus	Olfactores
dno	Mir-15	8	Dasypus_novemcinctus	Olfactores
dre	Mir-15	9	Danio_rerio	Olfactores
ebu	Mir-15	2	Eptatretus_burgeri	Olfactores
ete	Mir-15	8	Echinops_telfairi	Olfactores
gga	Mir-15	6	Gallus_gallus	Olfactores
gja	Mir-15	7	Gekko_japonicus	Olfactores
gmo	Mir-15	4	Gadus_morhua	Olfactores
lch	Mir-15	6	Latimeria_chalumnae	Olfactores
loc	Mir-15	8	Lepisosteus_oculatus	Olfactores
mal	Mir-15	5	Monopterus_albus	Olfactores
mdo	Mir-15	7	Monodelphis_domestica	Olfactores
mml	Mir-15	8	Macaca_mulatta	Olfactores
mmu	Mir-15	8	Mus_musculus	Olfactores
mun	Mir-15	6	Microcaecilia_unicolor	Olfactores
oan	Mir-15	8	Ornithorhynchus_anatinus	Olfactores
ocu	Mir-15	8	Oryctolagus_cuniculus	Olfactores
pbv	Mir-15	5	Python_bivittatus	Olfactores
pma	Mir-15	5	Petromyzon_marinus	Olfactores
rno	Mir-15	10	Rattus_norvegicus	Olfactores
sha	Mir-15	8	Sarcophilus_harrisii	Olfactores
spt	Mir-15	6	Sphenodon_punctatus	Olfactores
sto	Mir-15	6	Scyliorhinus_torazame	Olfactores
tgu	Mir-15	6	Taeniopygia_guttata	Olfactores
tni	Mir-15	4	Tetraodon_nigroviridis	Olfactores
xla	Mir-15	12	Xenopus_laevis	Olfactores
xtr	Mir-15	6	Xenopus_tropicalis	Olfactores
aca	Mir-1662	1	Anolis_carolinensis	Tetrapoda
ami	Mir-1662	1	Alligator_mississippiensis	Tetrapoda
cli	Mir-1662	1	Columba_livia	Tetrapoda
cpi	Mir-1662	1	Chrysemys_picta_bellii	Tetrapoda
gga	Mir-1662	1	Gallus_gallus	Tetrapoda
gja	Mir-1662	1	Gekko_japonicus	Tetrapoda
mun	Mir-1662	1	Microcaecilia_unicolor	Tetrapoda
pbv	Mir-1662	1	Python_bivittatus	Tetrapoda
spt	Mir-1662	1	Sphenodon_punctatus	Tetrapoda
tgu	Mir-1662	1	Taeniopygia_guttata	Tetrapoda
xla	Mir-1662	2	Xenopus_laevis	Tetrapoda
xtr	Mir-1662	1	Xenopus_tropicalis	Tetrapoda
aca	Mir-1677	2	Anolis_carolinensis	Diapsida
ami	Mir-1677	3	Alligator_mississippiensis	Diapsida
cli	Mir-1677	5	Columba_livia	Diapsida
cpi	Mir-1677	8	Chrysemys_picta_bellii	Diapsida
gga	Mir-1677	6	Gallus_gallus	Diapsida
gja	Mir-1677	1	Gekko_japonicus	Diapsida
pbv	Mir-1677	1	Python_bivittatus	Diapsida
spt	Mir-1677	1	Sphenodon_punctatus	Diapsida
tgu	Mir-1677	5	Taeniopygia_guttata	Diapsida
aca	Mir-1720	1	Anolis_carolinensis	Diapsida
ami	Mir-1720	1	Alligator_mississippiensis	Diapsida
cli	Mir-1720	1	Columba_livia	Diapsida
cpi	Mir-1720	1	Chrysemys_picta_bellii	Diapsida
gga	Mir-1720	1	Gallus_gallus	Diapsida
gja	Mir-1720	1	Gekko_japonicus	Diapsida
pbv	Mir-1720	1	Python_bivittatus	Diapsida
spt	Mir-1720	1	Sphenodon_punctatus	Diapsida
tgu	Mir-1720	1	Taeniopygia_guttata	Diapsida
aca	Mir-1788	1	Anolis_carolinensis	Vertebrata
ami	Mir-1788	1	Alligator_mississippiensis	Vertebrata
cli	Mir-1788	1	Columba_livia	Vertebrata
cmi	Mir-1788	1	Callorhinchus_milii	Vertebrata
cpi	Mir-1788	1	Chrysemys_picta_bellii	Vertebrata
dre	Mir-1788	1	Danio_rerio	Vertebrata
ebu	Mir-1788	1	Eptatretus_burgeri	Vertebrata
gga	Mir-1788	1	Gallus_gallus	Vertebrata
gja	Mir-1788	1	Gekko_japonicus	Vertebrata
gmo	Mir-1788	1	Gadus_morhua	Vertebrata
lch	Mir-1788	1	Latimeria_chalumnae	Vertebrata
loc	Mir-1788	1	Lepisosteus_oculatus	Vertebrata
mal	Mir-1788	1	Monopterus_albus	Vertebrata
mun	Mir-1788	1	Microcaecilia_unicolor	Vertebrata
pbv	Mir-1788	1	Python_bivittatus	Vertebrata
pma	Mir-1788	1	Petromyzon_marinus	Vertebrata
spt	Mir-1788	1	Sphenodon_punctatus	Vertebrata
sto	Mir-1788	1	Scyliorhinus_torazame	Vertebrata
tgu	Mir-1788	1	Taeniopygia_guttata	Vertebrata
tni	Mir-1788	1	Tetraodon_nigroviridis	Vertebrata
xla	Mir-1788	2	Xenopus_laevis	Vertebrata
xtr	Mir-1788	1	Xenopus_tropicalis	Vertebrata
aca	Mir-17	6	Anolis_carolinensis	Vertebrata
ami	Mir-17	8	Alligator_mississippiensis	Vertebrata
bta	Mir-17	8	Bos_taurus	Vertebrata
cfa	Mir-17	8	Canis_familiaris	Vertebrata
cli	Mir-17	6	Columba_livia	Vertebrata
cmi	Mir-17	11	Callorhinchus_milii	Vertebrata
cpi	Mir-17	8	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-17	8	Cavia_porcellus	Vertebrata
dno	Mir-17	8	Dasypus_novemcinctus	Vertebrata
dre	Mir-17	9	Danio_rerio	Vertebrata
ebu	Mir-17	5	Eptatretus_burgeri	Vertebrata
ete	Mir-17	8	Echinops_telfairi	Vertebrata
gga	Mir-17	6	Gallus_gallus	Vertebrata
gja	Mir-17	6	Gekko_japonicus	Vertebrata
gmo	Mir-17	10	Gadus_morhua	Vertebrata
lch	Mir-17	8	Latimeria_chalumnae	Vertebrata
loc	Mir-17	8	Lepisosteus_oculatus	Vertebrata
mal	Mir-17	9	Monopterus_albus	Vertebrata
mdo	Mir-17	7	Monodelphis_domestica	Vertebrata
mml	Mir-17	8	Macaca_mulatta	Vertebrata
mmu	Mir-17	8	Mus_musculus	Vertebrata
mun	Mir-17	6	Microcaecilia_unicolor	Vertebrata
oan	Mir-17	7	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-17	8	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-17	6	Python_bivittatus	Vertebrata
pma	Mir-17	7	Petromyzon_marinus	Vertebrata
rno	Mir-17	8	Rattus_norvegicus	Vertebrata
sha	Mir-17	7	Sarcophilus_harrisii	Vertebrata
spt	Mir-17	6	Sphenodon_punctatus	Vertebrata
sto	Mir-17	10	Scyliorhinus_torazame	Vertebrata
tgu	Mir-17	6	Taeniopygia_guttata	Vertebrata
tni	Mir-17	8	Tetraodon_nigroviridis	Vertebrata
xla	Mir-17	14	Xenopus_laevis	Vertebrata
xtr	Mir-17	7	Xenopus_tropicalis	Vertebrata
aca	Mir-1805	1	Anolis_carolinensis	Tetrapoda
ami	Mir-1805	1	Alligator_mississippiensis	Tetrapoda
cli	Mir-1805	1	Columba_livia	Tetrapoda
cpi	Mir-1805	1	Chrysemys_picta_bellii	Tetrapoda
gga	Mir-1805	1	Gallus_gallus	Tetrapoda
gja	Mir-1805	2	Gekko_japonicus	Tetrapoda
mdo	Mir-1805	1	Monodelphis_domestica	Tetrapoda
pbv	Mir-1805	1	Python_bivittatus	Tetrapoda
sha	Mir-1805	1	Sarcophilus_harrisii	Tetrapoda
spt	Mir-1805	1	Sphenodon_punctatus	Tetrapoda
tgu	Mir-1805	1	Taeniopygia_guttata	Tetrapoda
xla	Mir-1805	2	Xenopus_laevis	Tetrapoda
xtr	Mir-1805	1	Xenopus_tropicalis	Tetrapoda
aca	Mir-181	6	Anolis_carolinensis	Vertebrata
ami	Mir-181	6	Alligator_mississippiensis	Vertebrata
bta	Mir-181	6	Bos_taurus	Vertebrata
cfa	Mir-181	6	Canis_familiaris	Vertebrata
cli	Mir-181	4	Columba_livia	Vertebrata
cmi	Mir-181	6	Callorhinchus_milii	Vertebrata
cpi	Mir-181	6	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-181	5	Cavia_porcellus	Vertebrata
dno	Mir-181	6	Dasypus_novemcinctus	Vertebrata
dre	Mir-181	10	Danio_rerio	Vertebrata
ebu	Mir-181	4	Eptatretus_burgeri	Vertebrata
ete	Mir-181	6	Echinops_telfairi	Vertebrata
gga	Mir-181	4	Gallus_gallus	Vertebrata
gja	Mir-181	5	Gekko_japonicus	Vertebrata
gmo	Mir-181	8	Gadus_morhua	Vertebrata
lch	Mir-181	6	Latimeria_chalumnae	Vertebrata
loc	Mir-181	6	Lepisosteus_oculatus	Vertebrata
mal	Mir-181	8	Monopterus_albus	Vertebrata
mdo	Mir-181	6	Monodelphis_domestica	Vertebrata
mml	Mir-181	6	Macaca_mulatta	Vertebrata
mmu	Mir-181	6	Mus_musculus	Vertebrata
mun	Mir-181	6	Microcaecilia_unicolor	Vertebrata
oan	Mir-181	6	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-181	6	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-181	5	Python_bivittatus	Vertebrata
pma	Mir-181	4	Petromyzon_marinus	Vertebrata
rno	Mir-181	6	Rattus_norvegicus	Vertebrata
sha	Mir-181	6	Sarcophilus_harrisii	Vertebrata
spt	Mir-181	7	Sphenodon_punctatus	Vertebrata
sto	Mir-181	6	Scyliorhinus_torazame	Vertebrata
tgu	Mir-181	4	Taeniopygia_guttata	Vertebrata
tni	Mir-181	8	Tetraodon_nigroviridis	Vertebrata
xla	Mir-181	8	Xenopus_laevis	Vertebrata
xtr	Mir-181	4	Xenopus_tropicalis	Vertebrata
bta	Mir-1842	1	Bos_taurus	Eutheria
cfa	Mir-1842	1	Canis_familiaris	Eutheria
cpo	Mir-1842	1	Cavia_porcellus	Eutheria
dno	Mir-1842	1	Dasypus_novemcinctus	Eutheria
ocu	Mir-1842	1	Oryctolagus_cuniculus	Eutheria
aae	Mir-184	1	Aedes_aegypti	Bilateria
aca	Mir-184	1	Anolis_carolinensis	Bilateria
ami	Mir-184	1	Alligator_mississippiensis	Bilateria
asu	Mir-184	1	Ascaris_suum	Bilateria
bfl	Mir-184	1	Branchiostoma_floridae	Bilateria
bge	Mir-184	1	Blattella_germanica	Bilateria
bla	Mir-184	1	Branchiostoma_lanceolatum	Bilateria
bpl	Mir-184	1	Brachionus_plicatilis	Bilateria
bta	Mir-184	1	Bos_taurus	Bilateria
cfa	Mir-184	1	Canis_familiaris	Bilateria
cgi	Mir-184	44	Crassostrea_gigas	Bilateria
cin	Mir-184	1	Ciona_intestinalis	Bilateria
cli	Mir-184	1	Columba_livia	Bilateria
cmi	Mir-184	1	Callorhinchus_milii	Bilateria
cpi	Mir-184	1	Chrysemys_picta_bellii	Bilateria
cpo	Mir-184	1	Cavia_porcellus	Bilateria
csc	Mir-184	2	Centruroides_sculpturatus	Bilateria
cte	Mir-184	2	Capitella_teleta	Bilateria
dan	Mir-184	1	Drosophila_ananassae	Bilateria
dma	Mir-184	1	Daphnia_magna	Bilateria
dme	Mir-184	1	Drosophila_melanogaster	Bilateria
dmo	Mir-184	1	Drosophila_mojavensis	Bilateria
dno	Mir-184	1	Dasypus_novemcinctus	Bilateria
dpu	Mir-184	1	Daphnia_pulex	Bilateria
dre	Mir-184	2	Danio_rerio	Bilateria
dsi	Mir-184	1	Drosophila_simulans	Bilateria
dya	Mir-184	1	Drosophila_yakuba	Bilateria
efe	Mir-184	4	Eisenia_fetida	Bilateria
esc	Mir-184	1	Euprymna_scolopes	Bilateria
ete	Mir-184	1	Echinops_telfairi	Bilateria
gga	Mir-184	1	Gallus_gallus	Bilateria
gja	Mir-184	1	Gekko_japonicus	Bilateria
gmo	Mir-184	2	Gadus_morhua	Bilateria
hme	Mir-184	1	Heliconius_melpomene	Bilateria
isc	Mir-184	1	Ixodes_scapularis	Bilateria
lan	Mir-184	1	Lingula_anatina	Bilateria
lch	Mir-184	1	Latimeria_chalumnae	Bilateria
lgi	Mir-184	2	Lottia_gigantea	Bilateria
loc	Mir-184	1	Lepisosteus_oculatus	Bilateria
lpo	Mir-184	6	Limulus_polyphemus	Bilateria
mal	Mir-184	2	Monopterus_albus	Bilateria
mdo	Mir-184	1	Monodelphis_domestica	Bilateria
mml	Mir-184	1	Macaca_mulatta	Bilateria
mmu	Mir-184	1	Mus_musculus	Bilateria
npo	Mir-184	1	Nautilus_pompilius	Bilateria
oan	Mir-184	1	Ornithorhynchus_anatinus	Bilateria
obi	Mir-184	2	Octopus_bimaculoides	Bilateria
ocu	Mir-184	1	Oryctolagus_cuniculus	Bilateria
ovu	Mir-184	2	Octopus_vulgaris	Bilateria
pbv	Mir-184	1	Python_bivittatus	Bilateria
pfl	Mir-184	1	Ptychodera_flava	Bilateria
pma	Mir-184	1	Petromyzon_marinus	Bilateria
pmi	Mir-184	1	Patiria_miniata	Bilateria
rno	Mir-184	1	Rattus_norvegicus	Bilateria
sha	Mir-184	1	Sarcophilus_harrisii	Bilateria
sko	Mir-184	1	Saccoglossus_kowalevskii	Bilateria
sme	Mir-184	2	Schmidtea_mediterranea	Bilateria
spt	Mir-184	1	Sphenodon_punctatus	Bilateria
spu	Mir-184	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-184	1	Scyliorhinus_torazame	Bilateria
tca	Mir-184	1	Tribolium_castaneum	Bilateria
tgu	Mir-184	1	Taeniopygia_guttata	Bilateria
tni	Mir-184	2	Tetraodon_nigroviridis	Bilateria
xla	Mir-184	2	Xenopus_laevis	Bilateria
xtr	Mir-184	1	Xenopus_tropicalis	Bilateria
bta	Mir-185	1	Bos_taurus	Eutheria
cfa	Mir-185	1	Canis_familiaris	Eutheria
cpo	Mir-185	1	Cavia_porcellus	Eutheria
dno	Mir-185	1	Dasypus_novemcinctus	Eutheria
ete	Mir-185	1	Echinops_telfairi	Eutheria
mml	Mir-185	1	Macaca_mulatta	Eutheria
mmu	Mir-185	1	Mus_musculus	Eutheria
ocu	Mir-185	1	Oryctolagus_cuniculus	Eutheria
rno	Mir-185	1	Rattus_norvegicus	Eutheria
bta	Mir-186	1	Bos_taurus	Mammalia
cfa	Mir-186	1	Canis_familiaris	Mammalia
cpo	Mir-186	1	Cavia_porcellus	Mammalia
dno	Mir-186	1	Dasypus_novemcinctus	Mammalia
ete	Mir-186	1	Echinops_telfairi	Mammalia
mdo	Mir-186	1	Monodelphis_domestica	Mammalia
mml	Mir-186	1	Macaca_mulatta	Mammalia
mmu	Mir-186	1	Mus_musculus	Mammalia
oan	Mir-186	1	Ornithorhynchus_anatinus	Mammalia
ocu	Mir-186	1	Oryctolagus_cuniculus	Mammalia
rno	Mir-186	1	Rattus_norvegicus	Mammalia
sha	Mir-186	1	Sarcophilus_harrisii	Mammalia
aca	Mir-187	1	Anolis_carolinensis	Osteichthyes
ami	Mir-187	1	Alligator_mississippiensis	Osteichthyes
bta	Mir-187	1	Bos_taurus	Osteichthyes
cfa	Mir-187	1	Canis_familiaris	Osteichthyes
cli	Mir-187	1	Columba_livia	Osteichthyes
cpi	Mir-187	1	Chrysemys_picta_bellii	Osteichthyes
cpo	Mir-187	1	Cavia_porcellus	Osteichthyes
dno	Mir-187	1	Dasypus_novemcinctus	Osteichthyes
dre	Mir-187	1	Danio_rerio	Osteichthyes
ete	Mir-187	1	Echinops_telfairi	Osteichthyes
gga	Mir-187	1	Gallus_gallus	Osteichthyes
gja	Mir-187	1	Gekko_japonicus	Osteichthyes
gmo	Mir-187	1	Gadus_morhua	Osteichthyes
lch	Mir-187	1	Latimeria_chalumnae	Osteichthyes
loc	Mir-187	1	Lepisosteus_oculatus	Osteichthyes
mal	Mir-187	1	Monopterus_albus	Osteichthyes
mdo	Mir-187	1	Monodelphis_domestica	Osteichthyes
mml	Mir-187	1	Macaca_mulatta	Osteichthyes
mmu	Mir-187	1	Mus_musculus	Osteichthyes
mun	Mir-187	1	Microcaecilia_unicolor	Osteichthyes
oan	Mir-187	1	Ornithorhynchus_anatinus	Osteichthyes
ocu	Mir-187	1	Oryctolagus_cuniculus	Osteichthyes
rno	Mir-187	1	Rattus_norvegicus	Osteichthyes
sha	Mir-187	1	Sarcophilus_harrisii	Osteichthyes
spt	Mir-187	1	Sphenodon_punctatus	Osteichthyes
tgu	Mir-187	1	Taeniopygia_guttata	Osteichthyes
tni	Mir-187	1	Tetraodon_nigroviridis	Osteichthyes
xtr	Mir-187	1	Xenopus_tropicalis	Osteichthyes
bta	Mir-188	3	Bos_taurus	Eutheria
cfa	Mir-188	3	Canis_familiaris	Eutheria
cpo	Mir-188	3	Cavia_porcellus	Eutheria
dno	Mir-188	3	Dasypus_novemcinctus	Eutheria
ete	Mir-188	1	Echinops_telfairi	Eutheria
mml	Mir-188	3	Macaca_mulatta	Eutheria
mmu	Mir-188	2	Mus_musculus	Eutheria
ocu	Mir-188	3	Oryctolagus_cuniculus	Eutheria
rno	Mir-188	2	Rattus_norvegicus	Eutheria
aae	Mir-190	1	Aedes_aegypti	Bilateria
aca	Mir-190	2	Anolis_carolinensis	Bilateria
ami	Mir-190	2	Alligator_mississippiensis	Bilateria
asu	Mir-190	1	Ascaris_suum	Bilateria
bfl	Mir-190	1	Branchiostoma_floridae	Bilateria
bge	Mir-190	1	Blattella_germanica	Bilateria
bla	Mir-190	1	Branchiostoma_lanceolatum	Bilateria
bpl	Mir-190	1	Brachionus_plicatilis	Bilateria
bta	Mir-190	2	Bos_taurus	Bilateria
cbr	Mir-190	1	Caenorhabditis_briggsae	Bilateria
cel	Mir-190	1	Caenorhabditis_elegans	Bilateria
cfa	Mir-190	2	Canis_familiaris	Bilateria
cgi	Mir-190	1	Crassostrea_gigas	Bilateria
cli	Mir-190	1	Columba_livia	Bilateria
cmi	Mir-190	2	Callorhinchus_milii	Bilateria
cpi	Mir-190	2	Chrysemys_picta_bellii	Bilateria
cpo	Mir-190	2	Cavia_porcellus	Bilateria
csc	Mir-190	2	Centruroides_sculpturatus	Bilateria
cte	Mir-190	1	Capitella_teleta	Bilateria
dan	Mir-190	1	Drosophila_ananassae	Bilateria
dma	Mir-190	1	Daphnia_magna	Bilateria
dme	Mir-190	1	Drosophila_melanogaster	Bilateria
dmo	Mir-190	1	Drosophila_mojavensis	Bilateria
dno	Mir-190	2	Dasypus_novemcinctus	Bilateria
dpu	Mir-190	1	Daphnia_pulex	Bilateria
dre	Mir-190	2	Danio_rerio	Bilateria
dsi	Mir-190	1	Drosophila_simulans	Bilateria
dya	Mir-190	1	Drosophila_yakuba	Bilateria
ebu	Mir-190	2	Eptatretus_burgeri	Bilateria
efe	Mir-190	4	Eisenia_fetida	Bilateria
esc	Mir-190	1	Euprymna_scolopes	Bilateria
ete	Mir-190	2	Echinops_telfairi	Bilateria
gga	Mir-190	2	Gallus_gallus	Bilateria
gja	Mir-190	2	Gekko_japonicus	Bilateria
gmo	Mir-190	3	Gadus_morhua	Bilateria
hme	Mir-190	1	Heliconius_melpomene	Bilateria
isc	Mir-190	1	Ixodes_scapularis	Bilateria
lan	Mir-190	2	Lingula_anatina	Bilateria
lch	Mir-190	2	Latimeria_chalumnae	Bilateria
lgi	Mir-190	1	Lottia_gigantea	Bilateria
