short	family	mirgenedb	species	node
loc	Mir-190	1	Lepisosteus_oculatus	Bilateria
lpo	Mir-190	4	Limulus_polyphemus	Bilateria
mal	Mir-190	2	Monopterus_albus	Bilateria
mdo	Mir-190	2	Monodelphis_domestica	Bilateria
mml	Mir-190	2	Macaca_mulatta	Bilateria
mmu	Mir-190	2	Mus_musculus	Bilateria
mun	Mir-190	1	Microcaecilia_unicolor	Bilateria
npo	Mir-190	1	Nautilus_pompilius	Bilateria
oan	Mir-190	2	Ornithorhynchus_anatinus	Bilateria
obi	Mir-190	1	Octopus_bimaculoides	Bilateria
ocu	Mir-190	2	Oryctolagus_cuniculus	Bilateria
ovu	Mir-190	1	Octopus_vulgaris	Bilateria
pbv	Mir-190	2	Python_bivittatus	Bilateria
pfl	Mir-190	1	Ptychodera_flava	Bilateria
pma	Mir-190	3	Petromyzon_marinus	Bilateria
pmi	Mir-190	1	Patiria_miniata	Bilateria
rno	Mir-190	3	Rattus_norvegicus	Bilateria
sha	Mir-190	2	Sarcophilus_harrisii	Bilateria
sko	Mir-190	1	Saccoglossus_kowalevskii	Bilateria
sme	Mir-190	3	Schmidtea_mediterranea	Bilateria
spt	Mir-190	2	Sphenodon_punctatus	Bilateria
sto	Mir-190	2	Scyliorhinus_torazame	Bilateria
tca	Mir-190	1	Tribolium_castaneum	Bilateria
tgu	Mir-190	2	Taeniopygia_guttata	Bilateria
tni	Mir-190	3	Tetraodon_nigroviridis	Bilateria
xbo	Mir-190	1	Xenoturbella_bocki	Bilateria
xla	Mir-190	2	Xenopus_laevis	Bilateria
xtr	Mir-190	1	Xenopus_tropicalis	Bilateria
bta	Mir-1911	1	Bos_taurus	Eutheria
cfa	Mir-1911	1	Canis_familiaris	Eutheria
mml	Mir-1911	1	Macaca_mulatta	Eutheria
ocu	Mir-1911	1	Oryctolagus_cuniculus	Eutheria
bta	Mir-1912	1	Bos_taurus	Eutheria
cfa	Mir-1912	1	Canis_familiaris	Eutheria
cpo	Mir-1912	1	Cavia_porcellus	Eutheria
ete	Mir-1912	1	Echinops_telfairi	Eutheria
mml	Mir-1912	1	Macaca_mulatta	Eutheria
mmu	Mir-1912	1	Mus_musculus	Eutheria
ocu	Mir-1912	1	Oryctolagus_cuniculus	Eutheria
rno	Mir-1912	1	Rattus_norvegicus	Eutheria
aca	Mir-191	1	Anolis_carolinensis	Gnathostomata
ami	Mir-191	1	Alligator_mississippiensis	Gnathostomata
bta	Mir-191	1	Bos_taurus	Gnathostomata
cfa	Mir-191	1	Canis_familiaris	Gnathostomata
cmi	Mir-191	1	Callorhinchus_milii	Gnathostomata
cpi	Mir-191	1	Chrysemys_picta_bellii	Gnathostomata
cpo	Mir-191	1	Cavia_porcellus	Gnathostomata
dno	Mir-191	1	Dasypus_novemcinctus	Gnathostomata
dre	Mir-191	1	Danio_rerio	Gnathostomata
ete	Mir-191	1	Echinops_telfairi	Gnathostomata
gga	Mir-191	1	Gallus_gallus	Gnathostomata
gja	Mir-191	1	Gekko_japonicus	Gnathostomata
gmo	Mir-191	1	Gadus_morhua	Gnathostomata
loc	Mir-191	1	Lepisosteus_oculatus	Gnathostomata
mal	Mir-191	1	Monopterus_albus	Gnathostomata
mdo	Mir-191	1	Monodelphis_domestica	Gnathostomata
mml	Mir-191	1	Macaca_mulatta	Gnathostomata
mmu	Mir-191	1	Mus_musculus	Gnathostomata
mun	Mir-191	1	Microcaecilia_unicolor	Gnathostomata
oan	Mir-191	1	Ornithorhynchus_anatinus	Gnathostomata
ocu	Mir-191	1	Oryctolagus_cuniculus	Gnathostomata
pbv	Mir-191	1	Python_bivittatus	Gnathostomata
rno	Mir-191	1	Rattus_norvegicus	Gnathostomata
sha	Mir-191	1	Sarcophilus_harrisii	Gnathostomata
spt	Mir-191	1	Sphenodon_punctatus	Gnathostomata
sto	Mir-191	1	Scyliorhinus_torazame	Gnathostomata
tgu	Mir-191	1	Taeniopygia_guttata	Gnathostomata
tni	Mir-191	1	Tetraodon_nigroviridis	Gnathostomata
xla	Mir-191	2	Xenopus_laevis	Gnathostomata
xtr	Mir-191	1	Xenopus_tropicalis	Gnathostomata
aca	Mir-192	1	Anolis_carolinensis	Vertebrata
ami	Mir-192	2	Alligator_mississippiensis	Vertebrata
bta	Mir-192	2	Bos_taurus	Vertebrata
cfa	Mir-192	2	Canis_familiaris	Vertebrata
cli	Mir-192	1	Columba_livia	Vertebrata
cmi	Mir-192	1	Callorhinchus_milii	Vertebrata
cpi	Mir-192	2	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-192	2	Cavia_porcellus	Vertebrata
dno	Mir-192	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-192	1	Danio_rerio	Vertebrata
ebu	Mir-192	1	Eptatretus_burgeri	Vertebrata
ete	Mir-192	2	Echinops_telfairi	Vertebrata
gga	Mir-192	1	Gallus_gallus	Vertebrata
gja	Mir-192	2	Gekko_japonicus	Vertebrata
gmo	Mir-192	1	Gadus_morhua	Vertebrata
lch	Mir-192	1	Latimeria_chalumnae	Vertebrata
loc	Mir-192	1	Lepisosteus_oculatus	Vertebrata
mal	Mir-192	1	Monopterus_albus	Vertebrata
mdo	Mir-192	1	Monodelphis_domestica	Vertebrata
mml	Mir-192	2	Macaca_mulatta	Vertebrata
mmu	Mir-192	2	Mus_musculus	Vertebrata
mun	Mir-192	2	Microcaecilia_unicolor	Vertebrata
oan	Mir-192	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-192	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-192	1	Python_bivittatus	Vertebrata
pma	Mir-192	1	Petromyzon_marinus	Vertebrata
rno	Mir-192	2	Rattus_norvegicus	Vertebrata
sha	Mir-192	1	Sarcophilus_harrisii	Vertebrata
spt	Mir-192	2	Sphenodon_punctatus	Vertebrata
sto	Mir-192	1	Scyliorhinus_torazame	Vertebrata
tgu	Mir-192	1	Taeniopygia_guttata	Vertebrata
tni	Mir-192	1	Tetraodon_nigroviridis	Vertebrata
xla	Mir-192	4	Xenopus_laevis	Vertebrata
xtr	Mir-192	2	Xenopus_tropicalis	Vertebrata
aae	Mir-193	1	Aedes_aegypti	Bilateria
aca	Mir-193	2	Anolis_carolinensis	Bilateria
ami	Mir-193	4	Alligator_mississippiensis	Bilateria
bfl	Mir-193	6	Branchiostoma_floridae	Bilateria
bge	Mir-193	2	Blattella_germanica	Bilateria
bla	Mir-193	12	Branchiostoma_lanceolatum	Bilateria
bta	Mir-193	4	Bos_taurus	Bilateria
cbr	Mir-193	2	Caenorhabditis_briggsae	Bilateria
cel	Mir-193	2	Caenorhabditis_elegans	Bilateria
cfa	Mir-193	4	Canis_familiaris	Bilateria
cgi	Mir-193	2	Crassostrea_gigas	Bilateria
cli	Mir-193	3	Columba_livia	Bilateria
cmi	Mir-193	4	Callorhinchus_milii	Bilateria
cpi	Mir-193	4	Chrysemys_picta_bellii	Bilateria
cpo	Mir-193	4	Cavia_porcellus	Bilateria
csc	Mir-193	2	Centruroides_sculpturatus	Bilateria
cte	Mir-193	2	Capitella_teleta	Bilateria
dan	Mir-193	1	Drosophila_ananassae	Bilateria
dma	Mir-193	1	Daphnia_magna	Bilateria
dme	Mir-193	1	Drosophila_melanogaster	Bilateria
dmo	Mir-193	1	Drosophila_mojavensis	Bilateria
dno	Mir-193	4	Dasypus_novemcinctus	Bilateria
dpu	Mir-193	1	Daphnia_pulex	Bilateria
dre	Mir-193	6	Danio_rerio	Bilateria
dsi	Mir-193	1	Drosophila_simulans	Bilateria
dya	Mir-193	1	Drosophila_yakuba	Bilateria
ebu	Mir-193	1	Eptatretus_burgeri	Bilateria
efe	Mir-193	7	Eisenia_fetida	Bilateria
esc	Mir-193	1	Euprymna_scolopes	Bilateria
ete	Mir-193	4	Echinops_telfairi	Bilateria
gga	Mir-193	4	Gallus_gallus	Bilateria
gja	Mir-193	2	Gekko_japonicus	Bilateria
gmo	Mir-193	2	Gadus_morhua	Bilateria
hme	Mir-193	2	Heliconius_melpomene	Bilateria
isc	Mir-193	1	Ixodes_scapularis	Bilateria
lan	Mir-193	4	Lingula_anatina	Bilateria
lch	Mir-193	4	Latimeria_chalumnae	Bilateria
lgi	Mir-193	2	Lottia_gigantea	Bilateria
loc	Mir-193	4	Lepisosteus_oculatus	Bilateria
lpo	Mir-193	6	Limulus_polyphemus	Bilateria
mal	Mir-193	2	Monopterus_albus	Bilateria
mdo	Mir-193	3	Monodelphis_domestica	Bilateria
mml	Mir-193	4	Macaca_mulatta	Bilateria
mmu	Mir-193	4	Mus_musculus	Bilateria
mun	Mir-193	4	Microcaecilia_unicolor	Bilateria
npo	Mir-193	1	Nautilus_pompilius	Bilateria
oan	Mir-193	4	Ornithorhynchus_anatinus	Bilateria
obi	Mir-193	1	Octopus_bimaculoides	Bilateria
ocu	Mir-193	4	Oryctolagus_cuniculus	Bilateria
ovu	Mir-193	1	Octopus_vulgaris	Bilateria
pbv	Mir-193	4	Python_bivittatus	Bilateria
pfl	Mir-193	3	Ptychodera_flava	Bilateria
pma	Mir-193	2	Petromyzon_marinus	Bilateria
pmi	Mir-193	2	Patiria_miniata	Bilateria
rno	Mir-193	4	Rattus_norvegicus	Bilateria
sha	Mir-193	4	Sarcophilus_harrisii	Bilateria
sko	Mir-193	3	Saccoglossus_kowalevskii	Bilateria
spt	Mir-193	4	Sphenodon_punctatus	Bilateria
spu	Mir-193	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-193	4	Scyliorhinus_torazame	Bilateria
tca	Mir-193	2	Tribolium_castaneum	Bilateria
tgu	Mir-193	4	Taeniopygia_guttata	Bilateria
tni	Mir-193	2	Tetraodon_nigroviridis	Bilateria
xbo	Mir-193	2	Xenoturbella_bocki	Bilateria
xla	Mir-193	4	Xenopus_laevis	Bilateria
xtr	Mir-193	2	Xenopus_tropicalis	Bilateria
aca	Mir-194	2	Anolis_carolinensis	Vertebrata
ami	Mir-194	2	Alligator_mississippiensis	Vertebrata
bta	Mir-194	2	Bos_taurus	Vertebrata
cfa	Mir-194	2	Canis_familiaris	Vertebrata
cli	Mir-194	1	Columba_livia	Vertebrata
cmi	Mir-194	1	Callorhinchus_milii	Vertebrata
cpi	Mir-194	2	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-194	1	Cavia_porcellus	Vertebrata
dno	Mir-194	1	Dasypus_novemcinctus	Vertebrata
dre	Mir-194	2	Danio_rerio	Vertebrata
ebu	Mir-194	1	Eptatretus_burgeri	Vertebrata
ete	Mir-194	2	Echinops_telfairi	Vertebrata
gga	Mir-194	1	Gallus_gallus	Vertebrata
gja	Mir-194	2	Gekko_japonicus	Vertebrata
gmo	Mir-194	2	Gadus_morhua	Vertebrata
lch	Mir-194	2	Latimeria_chalumnae	Vertebrata
loc	Mir-194	1	Lepisosteus_oculatus	Vertebrata
mal	Mir-194	2	Monopterus_albus	Vertebrata
mml	Mir-194	2	Macaca_mulatta	Vertebrata
mmu	Mir-194	2	Mus_musculus	Vertebrata
mun	Mir-194	2	Microcaecilia_unicolor	Vertebrata
oan	Mir-194	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-194	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-194	2	Python_bivittatus	Vertebrata
pma	Mir-194	1	Petromyzon_marinus	Vertebrata
rno	Mir-194	2	Rattus_norvegicus	Vertebrata
sha	Mir-194	1	Sarcophilus_harrisii	Vertebrata
spt	Mir-194	2	Sphenodon_punctatus	Vertebrata
sto	Mir-194	2	Scyliorhinus_torazame	Vertebrata
tgu	Mir-194	1	Taeniopygia_guttata	Vertebrata
tni	Mir-194	2	Tetraodon_nigroviridis	Vertebrata
xla	Mir-194	4	Xenopus_laevis	Vertebrata
xtr	Mir-194	2	Xenopus_tropicalis	Vertebrata
mmu	Mir-1955	1	Mus_musculus	Muridae
rno	Mir-1955	1	Rattus_norvegicus	Muridae
mmu	Mir-1962	1	Mus_musculus	Muridae
rno	Mir-1962	2	Rattus_norvegicus	Muridae
aca	Mir-196	3	Anolis_carolinensis	Olfactores
ami	Mir-196	3	Alligator_mississippiensis	Olfactores
bta	Mir-196	3	Bos_taurus	Olfactores
cfa	Mir-196	3	Canis_familiaris	Olfactores
cin	Mir-196	1	Ciona_intestinalis	Olfactores
cli	Mir-196	3	Columba_livia	Olfactores
cmi	Mir-196	3	Callorhinchus_milii	Olfactores
cpi	Mir-196	3	Chrysemys_picta_bellii	Olfactores
cpo	Mir-196	3	Cavia_porcellus	Olfactores
dno	Mir-196	3	Dasypus_novemcinctus	Olfactores
dre	Mir-196	5	Danio_rerio	Olfactores
ebu	Mir-196	2	Eptatretus_burgeri	Olfactores
ete	Mir-196	2	Echinops_telfairi	Olfactores
gga	Mir-196	3	Gallus_gallus	Olfactores
gja	Mir-196	3	Gekko_japonicus	Olfactores
gmo	Mir-196	3	Gadus_morhua	Olfactores
lch	Mir-196	3	Latimeria_chalumnae	Olfactores
loc	Mir-196	2	Lepisosteus_oculatus	Olfactores
mal	Mir-196	4	Monopterus_albus	Olfactores
mdo	Mir-196	2	Monodelphis_domestica	Olfactores
mml	Mir-196	3	Macaca_mulatta	Olfactores
mmu	Mir-196	3	Mus_musculus	Olfactores
mun	Mir-196	2	Microcaecilia_unicolor	Olfactores
oan	Mir-196	2	Ornithorhynchus_anatinus	Olfactores
ocu	Mir-196	3	Oryctolagus_cuniculus	Olfactores
pbv	Mir-196	2	Python_bivittatus	Olfactores
pma	Mir-196	3	Petromyzon_marinus	Olfactores
rno	Mir-196	4	Rattus_norvegicus	Olfactores
sha	Mir-196	3	Sarcophilus_harrisii	Olfactores
spt	Mir-196	3	Sphenodon_punctatus	Olfactores
sto	Mir-196	2	Scyliorhinus_torazame	Olfactores
tgu	Mir-196	2	Taeniopygia_guttata	Olfactores
tni	Mir-196	3	Tetraodon_nigroviridis	Olfactores
xla	Mir-196	4	Xenopus_laevis	Olfactores
xtr	Mir-196	2	Xenopus_tropicalis	Olfactores
bta	Mir-197	1	Bos_taurus	Eutheria
cfa	Mir-197	1	Canis_familiaris	Eutheria
cpo	Mir-197	1	Cavia_porcellus	Eutheria
dno	Mir-197	1	Dasypus_novemcinctus	Eutheria
mml	Mir-197	1	Macaca_mulatta	Eutheria
ocu	Mir-197	1	Oryctolagus_cuniculus	Eutheria
cgi	Mir-1986	1	Crassostrea_gigas	Lophotrochozoa
cte	Mir-1986	1	Capitella_teleta	Lophotrochozoa
efe	Mir-1986	1	Eisenia_fetida	Lophotrochozoa
lan	Mir-1986	1	Lingula_anatina	Lophotrochozoa
lgi	Mir-1986	1	Lottia_gigantea	Lophotrochozoa
npo	Mir-1986	1	Nautilus_pompilius	Lophotrochozoa
obi	Mir-1986	1	Octopus_bimaculoides	Lophotrochozoa
ovu	Mir-1986	1	Octopus_vulgaris	Lophotrochozoa
cgi	Mir-1989	1	Crassostrea_gigas	Platytrochozoa
cte	Mir-1989	1	Capitella_teleta	Platytrochozoa
lan	Mir-1989	3	Lingula_anatina	Platytrochozoa
lgi	Mir-1989	1	Lottia_gigantea	Platytrochozoa
npo	Mir-1989	1	Nautilus_pompilius	Platytrochozoa
sme	Mir-1989	1	Schmidtea_mediterranea	Platytrochozoa
cgi	Mir-1990	1	Crassostrea_gigas	Lophotrochozoa
cte	Mir-1990	2	Capitella_teleta	Lophotrochozoa
efe	Mir-1990	2	Eisenia_fetida	Lophotrochozoa
lan	Mir-1990	1	Lingula_anatina	Lophotrochozoa
lgi	Mir-1990	1	Lottia_gigantea	Lophotrochozoa
npo	Mir-1990	1	Nautilus_pompilius	Lophotrochozoa
cgi	Mir-1992	1	Crassostrea_gigas	Platytrochozoa
cte	Mir-1992	1	Capitella_teleta	Platytrochozoa
efe	Mir-1992	2	Eisenia_fetida	Platytrochozoa
esc	Mir-1992	1	Euprymna_scolopes	Platytrochozoa
lan	Mir-1992	1	Lingula_anatina	Platytrochozoa
lgi	Mir-1992	2	Lottia_gigantea	Platytrochozoa
npo	Mir-1992	1	Nautilus_pompilius	Platytrochozoa
obi	Mir-1992	1	Octopus_bimaculoides	Platytrochozoa
ovu	Mir-1992	1	Octopus_vulgaris	Platytrochozoa
sme	Mir-1992	2	Schmidtea_mediterranea	Platytrochozoa
bpl	Mir-1993	1	Brachionus_plicatilis	Protostomia
cbr	Mir-1993	1	Caenorhabditis_briggsae	Protostomia
cel	Mir-1993	1	Caenorhabditis_elegans	Protostomia
cgi	Mir-1993	1	Crassostrea_gigas	Protostomia
cte	Mir-1993	1	Capitella_teleta	Protostomia
dma	Mir-1993	1	Daphnia_magna	Protostomia
dpu	Mir-1993	1	Daphnia_pulex	Protostomia
efe	Mir-1993	2	Eisenia_fetida	Protostomia
esc	Mir-1993	1	Euprymna_scolopes	Protostomia
isc	Mir-1993	1	Ixodes_scapularis	Protostomia
lan	Mir-1993	1	Lingula_anatina	Protostomia
lgi	Mir-1993	1	Lottia_gigantea	Protostomia
lpo	Mir-1993	3	Limulus_polyphemus	Protostomia
npo	Mir-1993	1	Nautilus_pompilius	Protostomia
obi	Mir-1993	1	Octopus_bimaculoides	Protostomia
ovu	Mir-1993	1	Octopus_vulgaris	Protostomia
sme	Mir-1993	2	Schmidtea_mediterranea	Protostomia
cgi	Mir-1994	2	Crassostrea_gigas	Lophotrochozoa
cte	Mir-1994	1	Capitella_teleta	Lophotrochozoa
efe	Mir-1994	1	Eisenia_fetida	Lophotrochozoa
esc	Mir-1994	2	Euprymna_scolopes	Lophotrochozoa
lan	Mir-1994	4	Lingula_anatina	Lophotrochozoa
lgi	Mir-1994	2	Lottia_gigantea	Lophotrochozoa
npo	Mir-1994	2	Nautilus_pompilius	Lophotrochozoa
obi	Mir-1994	2	Octopus_bimaculoides	Lophotrochozoa
ovu	Mir-1994	2	Octopus_vulgaris	Lophotrochozoa
aca	Mir-199	3	Anolis_carolinensis	Vertebrata
ami	Mir-199	3	Alligator_mississippiensis	Vertebrata
bta	Mir-199	3	Bos_taurus	Vertebrata
cfa	Mir-199	3	Canis_familiaris	Vertebrata
cli	Mir-199	2	Columba_livia	Vertebrata
cmi	Mir-199	2	Callorhinchus_milii	Vertebrata
cpi	Mir-199	3	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-199	3	Cavia_porcellus	Vertebrata
dno	Mir-199	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-199	4	Danio_rerio	Vertebrata
ebu	Mir-199	2	Eptatretus_burgeri	Vertebrata
ete	Mir-199	3	Echinops_telfairi	Vertebrata
gga	Mir-199	2	Gallus_gallus	Vertebrata
gja	Mir-199	2	Gekko_japonicus	Vertebrata
gmo	Mir-199	4	Gadus_morhua	Vertebrata
lch	Mir-199	3	Latimeria_chalumnae	Vertebrata
loc	Mir-199	3	Lepisosteus_oculatus	Vertebrata
mal	Mir-199	4	Monopterus_albus	Vertebrata
mdo	Mir-199	3	Monodelphis_domestica	Vertebrata
mml	Mir-199	3	Macaca_mulatta	Vertebrata
mmu	Mir-199	3	Mus_musculus	Vertebrata
mun	Mir-199	2	Microcaecilia_unicolor	Vertebrata
oan	Mir-199	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-199	3	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-199	3	Python_bivittatus	Vertebrata
pma	Mir-199	3	Petromyzon_marinus	Vertebrata
rno	Mir-199	2	Rattus_norvegicus	Vertebrata
sha	Mir-199	3	Sarcophilus_harrisii	Vertebrata
spt	Mir-199	2	Sphenodon_punctatus	Vertebrata
sto	Mir-199	2	Scyliorhinus_torazame	Vertebrata
tgu	Mir-199	2	Taeniopygia_guttata	Vertebrata
tni	Mir-199	3	Tetraodon_nigroviridis	Vertebrata
xla	Mir-199	4	Xenopus_laevis	Vertebrata
xtr	Mir-199	2	Xenopus_tropicalis	Vertebrata
aca	Mir-19	3	Anolis_carolinensis	Vertebrata
ami	Mir-19	3	Alligator_mississippiensis	Vertebrata
bta	Mir-19	3	Bos_taurus	Vertebrata
cfa	Mir-19	3	Canis_familiaris	Vertebrata
cli	Mir-19	3	Columba_livia	Vertebrata
cmi	Mir-19	6	Callorhinchus_milii	Vertebrata
cpi	Mir-19	3	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-19	3	Cavia_porcellus	Vertebrata
dno	Mir-19	3	Dasypus_novemcinctus	Vertebrata
dre	Mir-19	6	Danio_rerio	Vertebrata
ebu	Mir-19	2	Eptatretus_burgeri	Vertebrata
ete	Mir-19	3	Echinops_telfairi	Vertebrata
gga	Mir-19	3	Gallus_gallus	Vertebrata
gja	Mir-19	3	Gekko_japonicus	Vertebrata
gmo	Mir-19	6	Gadus_morhua	Vertebrata
lch	Mir-19	4	Latimeria_chalumnae	Vertebrata
loc	Mir-19	3	Lepisosteus_oculatus	Vertebrata
mal	Mir-19	4	Monopterus_albus	Vertebrata
mdo	Mir-19	3	Monodelphis_domestica	Vertebrata
mml	Mir-19	3	Macaca_mulatta	Vertebrata
mmu	Mir-19	3	Mus_musculus	Vertebrata
mun	Mir-19	4	Microcaecilia_unicolor	Vertebrata
oan	Mir-19	4	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-19	3	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-19	3	Python_bivittatus	Vertebrata
pma	Mir-19	4	Petromyzon_marinus	Vertebrata
rno	Mir-19	3	Rattus_norvegicus	Vertebrata
sha	Mir-19	3	Sarcophilus_harrisii	Vertebrata
spt	Mir-19	3	Sphenodon_punctatus	Vertebrata
sto	Mir-19	5	Scyliorhinus_torazame	Vertebrata
tgu	Mir-19	3	Taeniopygia_guttata	Vertebrata
tni	Mir-19	5	Tetraodon_nigroviridis	Vertebrata
xla	Mir-19	6	Xenopus_laevis	Vertebrata
xtr	Mir-19	3	Xenopus_tropicalis	Vertebrata
aae	Mir-1	1	Aedes_aegypti	Bilateria
aca	Mir-1	4	Anolis_carolinensis	Bilateria
ami	Mir-1	4	Alligator_mississippiensis	Bilateria
asu	Mir-1	1	Ascaris_suum	Bilateria
bfl	Mir-1	1	Branchiostoma_floridae	Bilateria
bge	Mir-1	1	Blattella_germanica	Bilateria
bla	Mir-1	1	Branchiostoma_lanceolatum	Bilateria
bpl	Mir-1	2	Brachionus_plicatilis	Bilateria
bta	Mir-1	3	Bos_taurus	Bilateria
cbr	Mir-1	1	Caenorhabditis_briggsae	Bilateria
cel	Mir-1	1	Caenorhabditis_elegans	Bilateria
cfa	Mir-1	3	Canis_familiaris	Bilateria
cgi	Mir-1	1	Crassostrea_gigas	Bilateria
cin	Mir-1	1	Ciona_intestinalis	Bilateria
cli	Mir-1	4	Columba_livia	Bilateria
cmi	Mir-1	3	Callorhinchus_milii	Bilateria
cpi	Mir-1	4	Chrysemys_picta_bellii	Bilateria
cpo	Mir-1	3	Cavia_porcellus	Bilateria
csc	Mir-1	3	Centruroides_sculpturatus	Bilateria
cte	Mir-1	1	Capitella_teleta	Bilateria
dan	Mir-1	1	Drosophila_ananassae	Bilateria
dma	Mir-1	1	Daphnia_magna	Bilateria
dme	Mir-1	1	Drosophila_melanogaster	Bilateria
dmo	Mir-1	1	Drosophila_mojavensis	Bilateria
dno	Mir-1	3	Dasypus_novemcinctus	Bilateria
dpu	Mir-1	1	Daphnia_pulex	Bilateria
dre	Mir-1	4	Danio_rerio	Bilateria
dsi	Mir-1	1	Drosophila_simulans	Bilateria
dya	Mir-1	1	Drosophila_yakuba	Bilateria
ebu	Mir-1	5	Eptatretus_burgeri	Bilateria
efe	Mir-1	4	Eisenia_fetida	Bilateria
esc	Mir-1	1	Euprymna_scolopes	Bilateria
ete	Mir-1	3	Echinops_telfairi	Bilateria
gga	Mir-1	4	Gallus_gallus	Bilateria
gja	Mir-1	6	Gekko_japonicus	Bilateria
gmo	Mir-1	3	Gadus_morhua	Bilateria
hme	Mir-1	1	Heliconius_melpomene	Bilateria
isc	Mir-1	1	Ixodes_scapularis	Bilateria
lan	Mir-1	1	Lingula_anatina	Bilateria
lch	Mir-1	4	Latimeria_chalumnae	Bilateria
lgi	Mir-1	1	Lottia_gigantea	Bilateria
loc	Mir-1	3	Lepisosteus_oculatus	Bilateria
lpo	Mir-1	5	Limulus_polyphemus	Bilateria
mal	Mir-1	3	Monopterus_albus	Bilateria
mdo	Mir-1	3	Monodelphis_domestica	Bilateria
mml	Mir-1	3	Macaca_mulatta	Bilateria
mmu	Mir-1	3	Mus_musculus	Bilateria
mun	Mir-1	4	Microcaecilia_unicolor	Bilateria
npo	Mir-1	2	Nautilus_pompilius	Bilateria
oan	Mir-1	4	Ornithorhynchus_anatinus	Bilateria
obi	Mir-1	1	Octopus_bimaculoides	Bilateria
ocu	Mir-1	3	Oryctolagus_cuniculus	Bilateria
ovu	Mir-1	1	Octopus_vulgaris	Bilateria
pbv	Mir-1	4	Python_bivittatus	Bilateria
pfl	Mir-1	1	Ptychodera_flava	Bilateria
pma	Mir-1	4	Petromyzon_marinus	Bilateria
pmi	Mir-1	1	Patiria_miniata	Bilateria
rno	Mir-1	3	Rattus_norvegicus	Bilateria
sha	Mir-1	3	Sarcophilus_harrisii	Bilateria
sko	Mir-1	1	Saccoglossus_kowalevskii	Bilateria
sme	Mir-1	3	Schmidtea_mediterranea	Bilateria
spt	Mir-1	4	Sphenodon_punctatus	Bilateria
spu	Mir-1	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-1	3	Scyliorhinus_torazame	Bilateria
tca	Mir-1	1	Tribolium_castaneum	Bilateria
tgu	Mir-1	4	Taeniopygia_guttata	Bilateria
tni	Mir-1	3	Tetraodon_nigroviridis	Bilateria
xbo	Mir-1	1	Xenoturbella_bocki	Bilateria
xla	Mir-1	8	Xenopus_laevis	Bilateria
xtr	Mir-1	4	Xenopus_tropicalis	Bilateria
bge	Mir-2001	2	Blattella_germanica	Bilateria
cbr	Mir-2001	1	Caenorhabditis_briggsae	Bilateria
cel	Mir-2001	1	Caenorhabditis_elegans	Bilateria
cgi	Mir-2001	1	Crassostrea_gigas	Bilateria
csc	Mir-2001	1	Centruroides_sculpturatus	Bilateria
cte	Mir-2001	1	Capitella_teleta	Bilateria
dan	Mir-2001	1	Drosophila_ananassae	Bilateria
dme	Mir-2001	1	Drosophila_melanogaster	Bilateria
dmo	Mir-2001	1	Drosophila_mojavensis	Bilateria
dsi	Mir-2001	1	Drosophila_simulans	Bilateria
dya	Mir-2001	1	Drosophila_yakuba	Bilateria
hme	Mir-2001	1	Heliconius_melpomene	Bilateria
isc	Mir-2001	1	Ixodes_scapularis	Bilateria
lan	Mir-2001	2	Lingula_anatina	Bilateria
lgi	Mir-2001	1	Lottia_gigantea	Bilateria
lpo	Mir-2001	1	Limulus_polyphemus	Bilateria
npo	Mir-2001	1	Nautilus_pompilius	Bilateria
pfl	Mir-2001	1	Ptychodera_flava	Bilateria
pmi	Mir-2001	1	Patiria_miniata	Bilateria
sko	Mir-2001	1	Saccoglossus_kowalevskii	Bilateria
spu	Mir-2001	1	Strongylocentrotus_purpuratus	Bilateria
xbo	Mir-2001	1	Xenoturbella_bocki	Bilateria
pfl	Mir-2006	1	Ptychodera_flava	Ambulacraria
pmi	Mir-2006	1	Patiria_miniata	Ambulacraria
sko	Mir-2006	1	Saccoglossus_kowalevskii	Ambulacraria
spu	Mir-2006	1	Strongylocentrotus_purpuratus	Ambulacraria
pfl	Mir-2007	1	Ptychodera_flava	Ambulacraria
pmi	Mir-2007	1	Patiria_miniata	Ambulacraria
sko	Mir-2007	1	Saccoglossus_kowalevskii	Ambulacraria
spu	Mir-2007	1	Strongylocentrotus_purpuratus	Ambulacraria
pfl	Mir-2008	1	Ptychodera_flava	Ambulacraria
pmi	Mir-2008	1	Patiria_miniata	Ambulacraria
sko	Mir-2008	1	Saccoglossus_kowalevskii	Ambulacraria
